geohash7;CONNECTION_ENODEBID;CONNECTION_MOBILECHANNEL;CONNECTION_BAND;LOCATION_ALTITUDE;LOCATION_HORIZONTALACCURACY;LOCATION_VERTICALACCURACY;LOCATION_AVAILABILITY;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTBYTE;QOS_DOWNLOADTHROUGHPUTTESTSIZE;QOS_LATENCYMIN;QOS_LATENCYAVERAGE;QOS_JITTERMIN;QOS_JITTERAVERAGE;QOS_PACKETLOSSDISCARDPERCENTAGE;QOS_PACKETLOSSLOSTPERCENTAGE;QOS_ICMPLATENCYMIN;QOS_LINKDOWNSTREAMBANDWIDTH;QOS_LINKUPSTREAMBANDWIDTH;QOS_SIGNALLEVEL;QOS_ASU;QOS_DELTATRANSMITTEDBYTES;QOS_DELTARECEIVEDBYTES;QOS_DELTATRANSCEIVEDBYTES;QOS_RSSNR;QOS_TA;LOCATION_HORIZONTALACCURACYASSESSMENT;QOS_UPLOADTHROUGHPUTDNSLOOKUP;QOS_UPLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_DOWNLOADTHROUGHPUTDNSLOOKUP;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_SERVERRESPONSEDNSLOOKUP;QOS_ICMPLATENCYAVERAGE;QOS_ICMPPACKETLOSSLOSTPERCENTAGE;QOS_ICMPTESTCONFIGPACKETDELAY;QOS_ICMPTESTCONFIGPACKETSIZE;QOS_ICMPTESTCONFIGSENTPACKETS;QOS_ICMPTESTCONFIGTTL;QOS_ICMPTESTCONFIGBYTESSENT;QOS_ICMPTESTCONFIGARGUMENTS;QOS_ICMPTRACEROUTETESTCONFIGPACKETDELAY;QOS_ICMPTRACEROUTETESTCONFIGMAXHOPCOUNT;QOS_ICMPTRACEROUTETESTSENTPACKETS;QOS_VISIBLECELLTOWERS;QOS_CELLBANDWIDTHS;Operador;LAT;LON;Potencia;Calidad;hora;Hora_etiq;bytes_tras;bytres_rec;bytes_tot;tiempo_conec;vel_subida;vel_bajada;Clasif_Vel_baj;CONNECTION_CATEGORY;QOS_LOCALDATE
63vtx3p;3.715,00;2.900;2600 MHz (Band 7);580;25,43;2,28;AVAILABLE;299;2.097.152;37,16;43,96;0,02;4,35;0;0;82,29;30.000;15.000;4;47;1.185.416;2.279.842;3.465.258;-3;0;0;32;300;35;226;168;84,79;0;200;32;10;238;60;;200;30;3;3;;D;-34,18;-70,69;-93;-15;16;16_17;1.185.416;2.279.842;3.465.258;656;14.371,98;1.638,16;0;4G;20-07-2022 16:00:00.000000
63vtx63;524.584,00;1.000;1900 MHz (Band 2);571,9;3,22;4,28;AVAILABLE;265;2.097.152;37,05;44,49;0,17;8,07;0;0;8,59;30.000;15.000;4;57;1.142.319;2.241.806;3.384.125;9;2;9,26;39;168;37;184;71;14,79;0;200;32;10;9;60;;200;30;3;18;;A;-34,18;-70,69;-83;-15;16;16_17;1.142.319;2.241.806;3.384.125;52;12.249,45;8.228,91;0;4G;20-07-2022 16:00:00.000000
63vtxe8;524.584,00;9.360;700 MHz APT (Band 28);563,4;25,46;1,13;AVAILABLE;288;2.097.152;37,13;52,35;0,07;9,51;21;0;7,74;30.000;15.000;4;44;1.318.040;2.625.859;3.943.899;8;0;0;43;291;49;196;78;19,3;0;200;32;10;11;60;;200;30;3;1;;Otro;-34,17;-70,69;-96;-12;21;21_22;1.318.040;2.625.859;3.943.899;68;5.163,80;3.026,24;0;4G;20-07-2022 21:00:00.000000
63vtx7p;3.715,00;2.900;2600 MHz (Band 7);566,3;11,15;1;AVAILABLE;276;2.097.152;36,26;37,82;0,01;1,32;0;0;10,34;102.400;51.200;2;32;1.226.648;2.680.160;3.906.808;3;15;1,72;23;121;21;216;25;12,36;0;200;32;10;19;60;;200;30;3;1;20000;D;-34,17;-70,69;-108;-18;10;10_11;1.226.648;2.680.160;3.906.808;74;14.307,24;25.151,48;1;4G;21-07-2022 10:00:00.000000
63vtx6e;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,4;77,6;6,78;AVAILABLE;937;2.097.152;36,79;46,56;2,24;9,07;26;0;63,1;30.000;15.000;4;66;1.168.313;2.408.464;3.576.777;18;0;9,06;415;561;159;530;225;83,16;10;200;32;10;12;60;;200;30;3;3;;B;-34,18;-70,69;-74;-13;15;15_16;1.168.313;2.408.464;3.576.777;58;12.944,64;20.693,68;1;4G;21-07-2022 15:00:00.000000
63vtxfb;3.715,00;2.900;2600 MHz (Band 7);574;78;1,41;UNKNOWN;724;2.097.152;38,61;74,56;0,03;5,8;0;0;12,43;30.000;15.000;3;32;1.272.459;3.605.763;4.878.222;-13;25;5.276,27;27;468;40;330;111;18,68;0;200;32;10;12;60;;200;30;3;2;;D;-34,17;-70,67;-108;-20;17;17_18;1.272.459;3.605.763;4.878.222;41;5.664,64;1.437,07;0;4G;21-07-2022 17:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);569,8;23,6;2,91;AVAILABLE;499;2.097.152;36,03;46,41;0,01;4,35;5;0;38,44;28.292;11.381;3;40;1.407.549;5.240.423;6.647.972;11;1;0;99;390;35;244;91;43,77;0;200;32;10;15;60;;200;30;3;1;15000, 20000;B;-34,18;-70,69;-100;-10;19;19_20;1.407.549;5.240.423;6.647.972;2.693;8.773,87;21.766,84;1;4G;21-07-2022 19:00:00.000000
63vtx3x;524.584,00;3.300;2600 MHz (Band 7);578,7;18,18;1,32;AVAILABLE;251;2.097.152;34,75;40,83;0,73;5,09;0;0;8,57;19.340;8.378;4;43;1.293.585;2.864.665;4.158.250;13;4;134,77;45;168;22;141;64;11,52;0;200;32;10;14;60;;200;30;3;21;;A;-34,18;-70,69;-97;-18;5;5_6;1.293.585;2.864.665;4.158.250;116;12.325,93;52.593,51;1;4G;22-07-2022 05:00:00.000000
63vtx6j;16.789,00;66.961;1700 MHz Extended AWS (Band 66);574,4;12,23;1,05;AVAILABLE;143;2.097.152;32,99;39,49;0,01;3,78;6;0;4,79;47.000;18.000;4;44;4.142.283;2.331.955;6.474.238;18;3;0;19;119;19;105;20;7,88;0;200;32;10;9;60;;200;30;3;1;15000, 20000, 20000;B;-34,18;-70,69;-96;-9;0;0_1;4.142.283;2.331.955;6.474.238;601;12.358,84;56.435,19;1;5G NSA;23-07-2022 00:00:00.000000
63vtx4q;3.715,00;2.900;2600 MHz (Band 7);568;12;6,07;UNKNOWN;765;5.242.880;37,15;39,46;0,01;2,25;0;0;9,88;30.000;15.000;4;44;1.395.554;6.543.252;7.938.806;5;0;0;27;218;62;464;49;11,54;0;200;32;10;8;60;;200;30;3;2;20000;D;-34,18;-70,7;-96;-19;1;1_2;1.395.554;6.543.252;7.938.806;759;13.175,54;31.182,14;1;4G;23-07-2022 01:00:00.000000
63vtx7r;524.584,00;1.000;1900 MHz (Band 2);564,3;20,1;3,43;UNKNOWN;200;2.097.152;33,74;43,9;0,04;6,84;0;0;8,65;102.400;51.200;2;27;1.243.634;2.975.069;4.218.703;11;7;194,6;111;438;27;125;18;13,08;0;200;32;10;9;60;;200;30;3;1;10000;A;-34,17;-70,69;-113;-16;1;1_2;1.243.634;2.975.069;4.218.703;14;5.628,39;5.505,78;0;4G;23-07-2022 01:00:00.000000
63vtxs4;524.584,00;1.000;1900 MHz (Band 2);561;24;1,76;UNKNOWN;266;2.097.152;33,06;40,05;0,04;5,09;0;0;7,74;102.400;51.200;2;31;1.296.870;6.140.847;7.437.717;10;0;4.869,94;50;133;26;158;39;11,17;0;200;32;10;116;60;;200;30;3;1;;A;-34,17;-70,68;-109;-13;12;12_13;1.296.870;6.140.847;7.437.717;12;4.402,98;10.807,26;1;4G;23-07-2022 12:00:00.000000
63vtx5y;12.994,00;3.100;2600 MHz (Band 7);557,1;52,51;1;AVAILABLE;524;2.097.152;36,29;45,16;0,24;5,34;0;0;12,24;30.000;15.000;4;58;1.312.216;9.291.341;10.603.557;12;7;6.094,46;179;448;30;290;232;45,63;0;200;32;10;15;60;;200;30;3;4;15000, 20000;C;-34,17;-70,7;-82;-11;19;19_20;1.312.216;9.291.341;10.603.557;224;8.763,56;13.202,45;1;4G;23-07-2022 19:00:00.000000
63vtx6j;16.789,00;66.961;1700 MHz Extended AWS (Band 66);574,4;11,49;1;AVAILABLE;291;5.242.880;36,69;43,27;0,02;3,35;2;0;8,27;30.000;15.000;4;48;1.238.789;5.490.955;6.729.744;13;4;844,54;43;178;31;181;46;12,4;0;200;32;10;8;60;;200;30;3;1;15000, 20000;B;-34,18;-70,69;-92;-11;1;1_2;1.238.789;5.490.955;6.729.744;776;11.824,77;78.862,94;1;4G;24-07-2022 01:00:00.000000
63vtx50;524.584,00;3.300;2600 MHz (Band 7);560,1;27,08;1,38;AVAILABLE;341;2.097.152;34,75;41,4;0,01;3,91;0;0;17,45;102.400;51.200;3;40;1.144.606;2.230.522;3.375.128;-8;0;0;50;232;39;199;53;22,01;0;200;32;10;28;60;;200;30;3;3;;A;-34,17;-70,71;-113;-20;10;10_11;1.144.606;2.230.522;3.375.128;1.185;9.619,97;23.720,44;1;4G;24-07-2022 10:00:00.000000
63vtxdf;524.584,00;1.000;1900 MHz (Band 2);574,6;13,7;1,12;AVAILABLE;587;2.097.152;36,5;39,16;0;1,99;0;0;8,07;30.000;15.000;3;34;1.240.342;10.255.759;11.496.101;8;9;5.075,06;56;147;29;296;51;10,6;0;200;32;10;9;60;;200;30;3;1;10000;A;-34,17;-70,68;-106;-16;11;11_12;1.240.342;10.255.759;11.496.101;320;8.786,01;5.872,20;0;4G;24-07-2022 11:00:00.000000
63vtx1n;3.715,00;2.900;2600 MHz (Band 7);572;30;5,46;UNKNOWN;206;2.097.152;38,86;45,99;0,06;5,16;0;0;9,76;30.000;15.000;4;49;1.202.725;4.426.590;5.629.315;13;3;5.954,09;238;734;69;149;29;10,4;0;200;32;10;12;60;;200;30;3;1;;D;-34,18;-70,7;-91;-12;20;20_21;1.202.725;4.426.590;5.629.315;95;8.774,47;36.538,19;1;4G;24-07-2022 20:00:00.000000
63vtx2b;3.715,00;2.900;2600 MHz (Band 7);577,4;60,1;3,71;UNKNOWN;356;5.242.880;37,73;41,34;0,11;2,96;10;6;10,91;30.000;15.000;2;26;2.010.402;9.030.965;11.041.367;11;0;813,86;47;225;100;249;43;14,62;0;200;32;10;9;60;;200;30;3;1;10000, 20000;B;-34,18;-70,7;-114;-12;21;21_22;2.010.402;9.030.965;11.041.367;82;11.778,42;3.369,36;0;4G;24-07-2022 21:00:00.000000
63vtx7q;16.789,00;66.961;1700 MHz Extended AWS (Band 66);565,6;15,41;0,99;AVAILABLE;236;5.242.880;36,21;42,83;0,18;3,52;3;0;12,04;30.000;15.000;4;42;1.278.459;5.767.398;7.045.857;10;2;0;49;203;32;174;43;15,95;0;200;32;10;8;60;;200;30;3;7;15000, 20000;B;-34,17;-70,69;-98;-12;21;21_22;1.278.459;5.767.398;7.045.857;317;10.592,20;11.899,87;1;4G;24-07-2022 21:00:00.000000
63vtx6s;12.994,00;3.100;2600 MHz (Band 7);568,7;60;6,87;AVAILABLE;2.850;2.097.152;40,31;102,89;0,73;10,06;0;0;14,39;30.000;15.000;4;47;1.749.943;9.216.203;10.966.146;7;1;0;43;159;524;1.910;49;27;0;200;32;10;15;60;;200;30;3;5;15000, 20000;C;-34,18;-70,69;-93;-11;7;7_8;1.749.943;9.216.203;10.966.146;98;12.305,94;2.169,28;0;4G;25-07-2022 07:00:00.000000
63vtx4q;12.994,00;1.125;1900 MHz (Band 2);567,3;57,14;2,05;AVAILABLE;285;2.097.152;37,65;43,88;0;4,11;26;26;11,99;10.465;4.181;3;41;1.554.931;2.273.657;3.828.588;-1;12;0;107;336;66;189;72;15,36;0;200;32;10;112;60;;200;30;3;1;;C;-34,18;-70,7;-99;-13;8;8_9;1.554.931;2.273.657;3.828.588;53;3.057,82;3.518,97;0;4G;26-07-2022 08:00:00.000000
63vtxs4;524.584,00;9.360;700 MHz APT (Band 28);562;15;1,45;UNKNOWN;373;2.097.152;35,23;49,97;0,01;6,8;0;0;7,76;102.400;51.200;1;33;1.191.072;2.624.029;3.815.101;0;0;0;64;276;81;220;85;13,09;0;200;32;10;5;60;;200;30;3;1;;A;-34,17;-70,68;-107;-13;17;17_18;1.191.072;2.624.029;3.815.101;3.855;12.734,44;5.157,41;0;4G;26-07-2022 17:00:00.000000
63vtx6s;524.584,00;1.000;1900 MHz (Band 2);568,4;16,09;1,79;AVAILABLE;316;2.097.152;34,38;43,71;0;5,03;0;0;14,23;102.400;51.200;4;52;1.157.931;2.236.438;3.394.369;10;0;4.896,21;49;557;50;174;52;20,31;0;200;32;10;3;60;;200;30;3;2;;A;-34,18;-70,69;-91;-17;13;13_14;1.157.931;2.236.438;3.394.369;131;15.978,03;12.320,47;1;4G;28-07-2022 13:00:00.000000
63vtx6u;12.994,00;3.100;2600 MHz (Band 7);569,9;48,04;1,84;AVAILABLE;269;2.097.152;35,15;39,47;0;3,71;0;0;11,22;27.704;11.146;4;53;1.144.588;2.297.862;3.442.450;19;1;0;116;484;38;202;23;13,41;0;200;32;10;12;60;;200;30;3;5;15000, 15000, 20000;C;-34,17;-70,69;-87;-11;15;15_16;1.144.588;2.297.862;3.442.450;7;17.698,36;20.395,89;1;4G;29-07-2022 15:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,6;27,6;2,05;AVAILABLE;255;2.097.152;34,83;51,9;0,08;6,3;0;0;6,91;28.028;11.381;4;51;1.351.972;5.483.455;6.835.427;1;1;0;31;217;34;135;31;12,3;0;200;32;10;9;60;;200;30;3;2;15000, 20000;B;-34,18;-70,69;-89;-12;23;23_24;1.351.972;5.483.455;6.835.427;715;12.031,56;24.471,53;1;4G;29-07-2022 23:00:00.000000
63vtx6k;524.584,00;3.300;2600 MHz (Band 7);571,3;15,66;1,25;AVAILABLE;354;2.097.152;35,17;47,26;0,17;9,07;0;0;31,07;102.400;51.200;3;44;1.150.867;2.240.291;3.391.158;8;1;0;54;365;30;201;49;38,35;0;200;32;10;16;60;;200;30;3;3;;A;-34,18;-70,69;-94;-17;19;19_20;1.150.867;2.240.291;3.391.158;707;6.395,51;7.180,35;0;4G;30-07-2022 19:00:00.000000
63vtxe5;524.584,00;3.300;2600 MHz (Band 7);569,4;28,1;2,86;AVAILABLE;253;5.242.880;35,09;40,94;0,06;4,04;0;0;13,13;102.400;51.200;2;30;1.276.686;5.531.300;6.807.986;15;6;0,27;59;172;37;156;65;26,32;0;200;32;10;6;60;;200;30;3;2;;A;-34,17;-70,68;-110;-13;4;4_5;1.276.686;5.531.300;6.807.986;1.380;8.313,93;19.452,72;1;4G;31-07-2022 04:00:00.000000
63vtx63;524.584,00;3.300;2600 MHz (Band 7);570,5;53,11;1,38;AVAILABLE;225;2.097.152;33,43;39,35;0;3,84;0;0;8,59;30.000;15.000;3;39;1.163.800;2.243.593;3.407.393;4;10;0;87;361;23;169;35;18,54;0;200;32;10;3;60;;200;30;3;1;;A;-34,18;-70,69;-101;-19;10;10_11;1.163.800;2.243.593;3.407.393;331;12.458,26;14.363,23;1;4G;31-07-2022 10:00:00.000000
63vtx5j;16.789,00;66.961;1700 MHz Extended AWS (Band 66);586,7;23,62;2,31;AVAILABLE;369;2.097.152;34,62;45,86;0,21;7,78;3;0;10,02;102.400;51.200;3;53;1.312.364;2.903.486;4.215.850;5;6;0;118;302;46;212;70;18,33;0;200;32;10;9;60;;200;30;3;6;;B;-34,17;-70,7;-87;-12;11;11_12;1.312.364;2.903.486;4.215.850;12;9.465,55;27.341,27;1;4G;01-08-2022 11:00:00.000000
63vtrr0;3.715,00;2.900;2600 MHz (Band 7);586,8;10,55;5,78;AVAILABLE;331;5.242.880;38,36;53,2;0,21;8,96;0;0;10,8;30.000;15.000;2;26;1.363.038;7.497.274;8.860.312;7;12;0,09;60;172;44;290;64;16,9;0;200;32;10;12;60;;200;30;3;6;;D;-34,19;-70,7;-114;-14;9;9_10;1.363.038;7.497.274;8.860.312;219;694,23;10.856,71;1;4G;02-08-2022 09:00:00.000000
63vtxe6;524.584,00;3.300;2600 MHz (Band 7);569,1;3,79;1,34;AVAILABLE;220;2.097.152;38,95;46,06;0;3,92;0;0;10,26;30.000;15.000;4;48;1.185.647;2.240.400;3.426.047;7;5;5,39;38;261;34;159;59;23,76;0;200;32;10;60;60;;200;30;3;2;10000;A;-34,17;-70,68;-92;-17;9;9_10;1.185.647;2.240.400;3.426.047;40;22.909,07;12.809,79;1;4G;02-08-2022 09:00:00.000000
63vtxe5;524.584,00;1.000;1900 MHz (Band 2);569,3;20;2,71;AVAILABLE;192;2.097.152;34,22;39,6;0;1,87;0;0;8,21;102.400;51.200;3;42;1.277.183;2.315.804;3.592.987;12;5;0;95;304;22;116;23;13,35;0;200;32;10;6;60;;200;30;3;2;;A;-34,17;-70,68;-98;-17;19;19_20;1.277.183;2.315.804;3.592.987;1.007;8.984,03;13.444,11;1;4G;02-08-2022 19:00:00.000000
63vtx63;12.994,00;3.100;2600 MHz (Band 7);570,4;7;4,69;AVAILABLE;342;2.097.152;35,94;42,81;0,01;3,06;0;0;11,6;30.000;15.000;4;45;1.313.606;5.887.371;7.200.977;-3;3;0;43;174;32;220;50;19,56;0;200;32;10;55;60;;200;30;3;8;15000, 20000;C;-34,18;-70,69;-95;-14;17;17_18;1.313.606;5.887.371;7.200.977;33;4.374,19;16.935,69;1;4G;03-08-2022 17:00:00.000000
63vtx6v;3.715,00;2.900;2600 MHz (Band 7);568,1;14,82;1,1;AVAILABLE;187;2.097.152;37,05;43,52;0,03;3,29;0;0;59,7;4.127;9.257;4;43;1.252.481;2.842.819;4.095.300;8;10;0,3;36;300;28;111;31;63,03;0;200;32;10;16;60;;200;30;3;1;10000, 20000;D;-34,17;-70,69;-97;-19;19;19_20;1.252.481;2.842.819;4.095.300;292;10.878,35;46.210,57;1;4G;03-08-2022 19:00:00.000000
63vtx7h;12.994,00;3.100;2600 MHz (Band 7);565,6;11,53;1;AVAILABLE;178;2.097.152;36,61;40,87;0,01;3,02;0;0;9,75;30.000;15.000;4;48;2.091.250;2.723.440;4.814.690;22;2;7.147,79;54;175;28;118;33;15,74;0;200;32;10;12;60;;200;30;3;4;15000, 20000;C;-34,17;-70,69;-92;-9;8;8_9;2.091.250;2.723.440;4.814.690;607;7.564,05;8.970,92;0;4G;04-08-2022 08:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);572,7;20;1,15;AVAILABLE;1.493;2.097.152;42,17;103,55;1,33;16,82;0;0;38,92;30.000;15.000;3;35;1.459.370;2.972.560;4.431.930;0;9;0;101;433;164;984;57;48,75;0;200;32;10;22;60;;200;30;3;1;20000;A;-34,17;-70,68;-105;-15;17;17_18;1.459.370;2.972.560;4.431.930;3.157;4.582,20;1.525,84;0;4G;04-08-2022 17:00:00.000000
63vtx7x;12.994,00;3.100;2600 MHz (Band 7);552,97;8,71;2,5;AVAILABLE;569;2.097.152;38,59;55,28;0,05;11,46;0;0;10,41;30.000;15.000;3;37;1.282.340;2.287.111;3.569.451;8;3;0,12;62;204;58;291;53;16,58;0;200;32;10;112;60;;200;30;3;9;20000;C;-34,17;-70,69;-103;-11;16;16_17;1.282.340;2.287.111;3.569.451;146;1.611,98;1.490,52;0;4G;05-08-2022 16:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,4;26,52;1,86;AVAILABLE;283;2.097.152;33,27;38;0,02;3,1;0;0;19,16;27.453;11.381;4;44;1.199.087;2.247.515;3.446.602;3;1;5.075,06;27;564;34;166;30;26,74;0;200;32;10;15;60;;200;30;3;5;15000, 20000;B;-34,18;-70,69;-96;-15;11;11_12;1.199.087;2.247.515;3.446.602;80;19.990,98;32.540,44;1;4G;06-08-2022 11:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);572,7;14,44;1;AVAILABLE;344;2.097.152;35,49;48,3;0,03;8,26;0;0;13,43;30.000;15.000;3;36;1.245.067;3.006.419;4.251.486;2;9;0;44;206;108;302;63;17,56;0;200;32;10;15;60;;200;30;3;1;20000;A;-34,17;-70,68;-104;-15;15;15_16;1.245.067;3.006.419;4.251.486;411;10.949,13;6.026,77;0;4G;06-08-2022 15:00:00.000000
63vtx61;3.715,00;2.900;2600 MHz (Band 7);572,5;38,72;1,31;AVAILABLE;318;2.097.152;36,63;38,44;0,02;1,26;0;0;36,83;102.400;51.200;1;46;2.930.199;10.017.010;12.947.209;0;3;0;42;293;23;234;42;38,06;0;200;32;10;17;60;;200;30;3;1;20000;D;-34,18;-70,69;-94;-15;15;15_16;2.930.199;10.017.010;12.947.209;385;13.858,50;13.917,94;1;4G;07-08-2022 15:00:00.000000
63vtxdf;524.584,00;1.000;1900 MHz (Band 2);572,7;14,21;1,31;AVAILABLE;312;2.097.152;34,04;44,72;0,1;5,92;0;0;22,71;30.000;15.000;3;35;1.274.527;2.391.584;3.666.111;4;8;0,02;41;262;27;130;55;31,23;0;200;32;10;16;60;;200;30;3;1;20000;A;-34,17;-70,68;-105;-15;16;16_17;1.274.527;2.391.584;3.666.111;3.219;4.193,61;5.378,31;0;4G;07-08-2022 16:00:00.000000
63vtxe5;524.584,00;3.300;2600 MHz (Band 7);569,3;16,81;2,01;AVAILABLE;354;5.242.880;36,47;43,35;0,01;4,02;0;0;10,85;102.400;51.200;2;24;1.389.607;5.686.745;7.076.352;1;5;0;26;112;39;150;32;17,99;0;200;32;10;8;60;;200;30;3;3;;A;-34,17;-70,68;-116;-17;19;19_20;1.389.607;5.686.745;7.076.352;119;9.548,37;3.868,27;0;4G;07-08-2022 19:00:00.000000
63vtx7u;12.994,00;1.125;1900 MHz (Band 2);562,2;11,02;1;AVAILABLE;226;2.097.152;34,91;87,12;0,07;8,2;0;0;10,38;30.000;15.000;3;35;1.188.790;2.248.692;3.437.482;7;5;452,41;29;217;29;178;43;53,62;0;200;32;10;12;60;;200;30;3;6;15000, 20000;C;-34,17;-70,69;-105;-12;23;23_24;1.188.790;2.248.692;3.437.482;57;7.413,82;54.700,05;1;4G;07-08-2022 23:00:00.000000
63vtxe7;12.994,00;3.100;2600 MHz (Band 7);567,8;35,83;2,2;AVAILABLE;253;2.097.152;34,79;45,24;0,03;7,95;0;0;15,39;102.400;51.200;4;60;1.161.842;2.217.856;3.379.698;6;2;1,89;343;602;37;178;19;17,36;0;200;32;10;240;60;;200;30;3;2;20000;C;-34,17;-70,68;-79;-12;8;8_9;1.161.842;2.217.856;3.379.698;81;8.899,32;5.834,54;0;4G;09-08-2022 08:00:00.000000
63vtx7j;3.715,00;2.900;2600 MHz (Band 7);566,6;122,4;30,57;AVAILABLE;439;2.097.152;37,87;43,1;0;1,2;0;0;12,87;102.400;51.200;3;36;1.345.870;2.536.142;3.882.012;7;15;0,04;42;240;32;265;128;13,86;0;200;32;10;8;60;;200;30;3;1;20000;D;-34,17;-70,69;-104;-17;18;18_19;1.345.870;2.536.142;3.882.012;534;6.839,85;25.158,55;1;4G;09-08-2022 18:00:00.000000
63vtx6v;12.994,00;3.100;2600 MHz (Band 7);568,8;55,78;2,25;AVAILABLE;220;2.097.152;37,22;63,12;0,01;6,02;0;0;12,24;30.000;15.000;4;45;1.135.992;2.230.582;3.366.574;0;2;0;49;201;43;140;93;40,56;0;200;32;10;112;60;;200;30;3;5;15000, 20000;C;-34,17;-70,69;-95;-12;18;18_19;1.135.992;2.230.582;3.366.574;24;12.942,44;10.496,15;1;4G;09-08-2022 18:00:00.000000
63vtx3y;16.789,00;66.786;1700 MHz Extended AWS (Band 66);577,1;20;2,22;AVAILABLE;215;2.097.152;34,69;42,32;0,02;2,75;23;0;15,08;30.000;15.000;3;38;1.296.864;3.862.911;5.159.775;12;6;0;38;249;45;131;47;47,06;0;200;32;10;8;60;;200;30;3;1;15000, 20000;B;-34,18;-70,69;-102;-12;22;22_23;1.296.864;3.862.911;5.159.775;595;12.077,91;27.773,48;1;4G;09-08-2022 22:00:00.000000
63vtxs4;524.584,00;1.000;1900 MHz (Band 2);561,7;26,14;1,71;AVAILABLE;606;2.097.152;66,58;76,9;0,12;6,65;2;1;47,38;102.400;51.200;3;32;1.184.266;2.289.399;3.473.665;9;0;0;97;368;85;335;116;53,08;0;200;32;10;9;60;;200;30;3;1;;A;-34,17;-70,68;-108;-14;17;17_18;1.184.266;2.289.399;3.473.665;157;884,87;9.442,86;0;4G;11-08-2022 17:00:00.000000
63vtx62;524.584,00;3.300;2600 MHz (Band 7);567,3;87,6;9,59;AVAILABLE;642;2.097.152;72,19;85,58;0,37;9,15;6;3;63,8;102.400;51.200;2;48;1.207.843;2.281.671;3.489.514;2;4;0;95;791;119;364;126;66,96;10;200;32;10;243;60;;200;30;3;21;;A;-34,18;-70,7;-92;-18;19;19_20;1.207.843;2.281.671;3.489.514;203;410,4;8.881,04;0;4G;11-08-2022 19:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,3;36,9;4,66;AVAILABLE;277;2.097.152;36,4;42,37;0,01;2,33;0;0;8,36;26.578;11.381;4;53;1.234.618;2.320.382;3.555.000;5;1;6.693,63;56;225;29;161;34;17,23;0;200;32;10;9;60;;200;30;3;2;15000, 20000;B;-34,18;-70,69;-87;-13;9;9_10;1.234.618;2.320.382;3.555.000;961;12.950,85;17.204,71;1;4G;12-08-2022 09:00:00.000000
63vtxe5;524.584,00;1.000;1900 MHz (Band 2);569,2;20,1;1,98;AVAILABLE;248;2.097.152;35,08;40,08;0,35;4,55;0;0;8,46;102.400;51.200;3;39;1.313.230;2.581.355;3.894.585;8;5;0;48;278;25;151;29;18,83;0;200;32;10;5;60;;200;30;3;21;;A;-34,17;-70,68;-101;-16;20;20_21;1.313.230;2.581.355;3.894.585;1.624;2.689,34;14.301,49;1;4G;12-08-2022 20:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);572,9;13,25;1;AVAILABLE;333;2.097.152;35,6;45,11;0,06;5,15;0;0;14,82;30.000;15.000;3;36;1.143.251;2.237.136;3.380.387;6;7;0,01;47;211;42;239;58;19,63;0;200;32;10;6;60;;200;30;3;5;20000;A;-34,17;-70,68;-104;-10;7;7_8;1.143.251;2.237.136;3.380.387;126;6.961,92;30.949,55;1;4G;13-08-2022 07:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);574;20;2,5;UNKNOWN;373;5.242.880;34,08;40,79;0;2,96;14;0;13,27;30.000;15.000;2;31;1.235.130;5.498.083;6.733.213;11;4;0;83;294;37;326;60;20,11;0;200;32;10;9;60;;200;30;3;1;;B;-34,18;-70,69;-109;-9;20;20_21;1.235.130;5.498.083;6.733.213;9;11.296,03;34.915,39;1;4G;13-08-2022 20:00:00.000000
63vtxe5;524.584,00;1.000;1900 MHz (Band 2);569,3;21,6;2,45;AVAILABLE;255;2.097.152;35,26;40,09;0;2,67;0;0;10,85;102.400;51.200;3;40;1.112.259;2.289.499;3.401.758;9;5;0;27;226;55;187;37;15,44;0;200;32;10;10;60;;200;30;3;2;;A;-34,17;-70,68;-100;-16;21;21_22;1.112.259;2.289.499;3.401.758;1.322;11.535,03;10.865,88;1;4G;13-08-2022 21:00:00.000000
63vtxu5;12.994,00;3.100;2600 MHz (Band 7);566,7;110;8,46;AVAILABLE;219;2.097.152;36,32;39,38;0;2,26;0;0;10,93;30.000;15.000;4;48;1.111.985;2.239.397;3.351.382;21;2;902,56;69;189;26;180;211;14,51;0;200;32;10;239;60;;200;30;3;5;;C;-34,17;-70,67;-92;-12;8;8_9;1.111.985;2.239.397;3.351.382;26;19.444,01;28.107,44;1;4G;14-08-2022 08:00:00.000000
